TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,Pythag,RankPythag
Marquette,64.5802,286,63.7749,303,111.1804,24,111.824,24,98.1909,108,94.2287,47,0.877484,23
Pittsburgh,62.342,327,61.8614,331,106.7708,74,109.9858,42,96.4841,73,92.9145,32,0.874322,24
Notre Dame,64.3472,290,63.7279,304,116.6644,2,118.1491,2,105.7914,280,99.8575,138,0.873729,25
Clemson,70.0254,63,69.0572,84,104.5143,102,107.7848,62,91.679,13,91.1365,15,0.873189,26
Texas,74.0998,9,72.7233,14,108.8679,43,111.595,27,93.6786,31,94.5267,48,0.870899,27
Florida St.,67.8332,144,66.854,191,100.3551,188,102.4203,153,88.544,1,86.9926,3,0.867325,28
Saint Mary's,67.4434,170,67.9883,135,116.3831,3,114.3804,14,97.8036,101,97.4088,85,0.86378,29
UTEP,70.0005,65,69.448,69,106.7643,75,105.4755,100,90.5136,8,89.8379,10,0.863589,30
Georgia Tech,70.8161,38,69.6914,63,102.0208,152,107.223,72,93.5159,30,91.4419,17,0.861866,31
Missouri,71.6786,26,70.5175,40,107.1079,65,107.353,67,91.6829,14,91.5904,20,0.861303,32
Minnesota,66.237,230,66.6091,204,108.9568,41,111.3559,29,96.4096,70,95.1273,54,0.859535,33
Old Dominion,63.3504,312,64.0617,299,106.2626,83,106.9823,76,90.1057,7,91.4813,18,0.85816,34
San Diego St.,64.121,296,64.6254,280,107.8931,54,109.4099,46,95.9992,60,93.9251,46,0.852575,35
Virginia Tech,68.8951,95,69.2072,78,103.2992,129,107.0237,75,91.9596,20,92.1048,25,0.848954,36
Dayton,66.8381,198,66.2147,220,103.0648,133,104.5105,115,91.9547,18,90.1078,12,0.846216,37
Tennessee,70.697,41,69.4883,68,103.3137,128,104.1957,124,91.9579,19,89.8789,11,0.845507,38
Oklahoma St.,69.0186,90,68.0064,131,107.5464,58,110.3771,41,98.6479,119,95.4271,59,0.84207,39
Richmond,65.1905,262,64.1043,295,103.7747,121,107.9261,56,93.7245,33,93.336,35,0.841611,40
New Mexico,68.0325,134,68.6377,106,112.148,14,113.061,21,98.023,104,97.9063,94,0.839572,41
UNLV,67.4894,167,67.3452,167,107.2269,61,107.4345,63,94.0158,35,93.0854,33,0.838714,42
Louisville,68.3764,124,67.2902,172,110.3721,28,113.1934,20,100.766,158,98.1397,102,0.837687,43
Washington,73.2105,13,73.2103,10,108.3075,51,109.5266,45,95.6118,49,95.1524,55,0.834506,44
Vanderbilt,70.4734,47,69.7497,61,109.4408,37,111.5836,28,98.9427,126,96.9705,75,0.833997,45
Gonzaga,69.1672,85,68.8178,95,110.9178,25,110.4838,39,97.1099,85,96.2094,66,0.830746,46
Siena,70.0158,64,70.1254,52,106.9294,66,108.4629,53,92.6466,25,94.586,49,0.828401,47
Mississippi St.,67.7624,149,67.3051,168,106.1752,86,107.061,74,94.1331,38,93.6328,39,0.82364,48
Murray St.,67.9395,139,67.2484,175,111.9651,15,107.2862,69,90.0404,6,93.9013,42,0.822363,49
Connecticut,68.9359,94,69.1639,80,102.2714,149,105.0344,105,97.2025,87,92.2566,27,0.816336,50
Miami FL,67.0297,186,66.41,215,106.5163,79,111.2531,31,97.0943,83,97.758,91,0.815642,51
Florida,66.5896,215,65.4095,258,107.1838,63,111.3105,30,98.1384,107,98.0395,98,0.811528,52
Memphis,66.9578,190,66.6189,203,112.5885,13,113.0171,22,97.073,81,99.6178,134,0.810195,53
VCU,67.7733,148,68.6431,104,110.6655,27,110.768,36,96.4423,71,97.9373,96,0.804674,54
Mississippi,70.6359,44,69.7317,62,109.783,32,110.5451,38,98.7106,122,97.8132,92,0.803321,55
Illinois,66.8155,199,67.6454,151,103.7971,120,106.0969,87,98.4145,112,93.8843,41,0.803188,56
Wake Forest,70.7865,39,70.2811,46,100.7884,180,104.611,112,94.6932,43,92.6926,30,0.800759,57
Arizona St.,62.0172,330,62.2639,324,107.7037,57,106.855,78,94.1037,37,94.7959,52,0.798523,58
Seton Hall,71.8813,25,71.2179,29,109.5576,34,111.1422,32,102.8567,208,98.6977,113,0.796671,59
Cornell,65.5326,254,65.7817,240,113.4091,11,114.0527,16,97.4265,91,102.0349,178,0.782531,60
Rhode Island,68.8241,98,67.9434,137,109.5442,35,111.799,25,101.6131,179,100.0338,141,0.782235,61
St. John's,65.6588,252,65.4858,252,100.9855,178,104.2107,123,98.443,113,93.5986,38,0.774708,62
North Carolina St.,66.0417,238,65.3967,259,101.5583,163,104.5111,114,97.1553,86,93.9064,43,0.773895,63
Cincinnati,66.2783,228,66.1489,225,101.8285,157,104.3284,119,98.6778,121,93.9194,45,0.770072,64
North Carolina,73.315,12,71.5739,25,101.9399,154,105.0768,104,98.5492,116,94.6328,51,0.769219,65
Michigan,61.9982,331,62.7746,320,101.2373,169,105.8548,91,99.563,134,95.3372,57,0.769139,66
Wichita St.,64.4114,288,65.4735,253,106.861,70,107.7937,61,96.8502,78,97.3139,82,0.764263,67
UAB,65.1381,265,65.7307,242,102.3244,147,101.9228,162,93.0432,29,92.1112,26,0.762063,68
Alabama,65.9109,243,65.5962,249,103.9374,118,105.2968,101,98.0622,105,95.1818,56,0.761594,69
Wright St.,63.1415,315,63.1561,315,106.742,76,106.2551,84,96.1581,62,96.3882,68,0.754134,70
Wofford,65.8266,245,65.0668,272,104.4317,103,102.7302,151,93.6863,32,93.2594,34,0.752557,71
Marshall,69.5161,76,70.0957,53,108.1915,52,107.869,60,98.3837,110,98.0744,101,0.749266,72
South Florida,64.9448,271,65.1596,270,103.3875,127,106.6556,79,101.073,166,97.082,77,0.746789,73
Northeastern,61.8157,333,61.9038,329,103.5192,123,103.1118,143,95.9878,59,93.8694,40,0.746486,74
Boston College,66.0847,236,65.7835,239,104.5366,101,108.7086,50,100.1978,146,99.0485,121,0.744636,75
Portland,64.8062,279,64.4299,287,108.8621,44,107.8782,59,100.6147,153,98.489,109,0.74023,76
USC,63.4833,310,63.5847,308,92.9907,304,94.0136,286,89.0993,3,86.1812,1,0.731128,77
Iowa St.,69.5021,77,68.9954,85,102.9419,138,104.4837,116,100.2215,148,95.7833,63,0.731027,78
Northwestern,63.2082,314,64.1486,291,108.3959,48,112.1739,23,102.777,205,103.1181,208,0.724723,79
Virginia,63.5748,307,62.8645,318,102.3404,146,105.023,107,99.2032,128,96.5922,70,0.723588,80
Kent St.,67.2646,180,68.2865,123,104.2225,109,104.7728,109,96.3614,66,96.6059,71,0.717738,81
Illinois St.,65.1809,263,66.1337,226,106.807,73,105.9149,88,98.3346,109,97.907,95,0.711793,82
Tulsa,67.3886,175,67.0829,183,105.7213,90,105.2381,102,97.3188,89,97.2893,80,0.711601,83
Texas Tech,73.1215,14,72.6561,15,102.6933,142,105.8217,95,102.7099,202,97.8744,93,0.7105,84
Providence,74.2449,8,74.8207,5,110.3569,29,114.9707,13,110.4619,337,106.4256,277,0.708512,85
Missouri St.,64.7394,282,65.7274,243,108.5923,46,108.6381,51,100.7009,155,100.5737,152,0.708273,86
Houston,71.6108,27,72.0842,20,109.2381,38,110.7958,35,104.0244,244,102.6934,194,0.705436,87
Southern Miss,62.4983,324,62.048,327,100.6068,184,102.0561,159,95.9267,56,94.6084,50,0.705043,88
Nevada,70.2225,59,69.5888,64,111.6764,20,110.7499,37,106.0357,284,102.691,193,0.7045,89
Saint Louis,63.2685,313,62.8893,317,97.5925,238,99.1488,199,92.6808,26,92.0576,24,0.701275,90
Georgia,66.4952,221,65.6578,244,102.6797,143,107.8934,57,103.8411,239,100.1958,145,0.700819,91
Charlotte,69.5226,75,68.455,114,104.7504,97,106.5646,80,101.5471,178,99.0414,120,0.698876,92
Ohio,68.7693,102,69.5351,65,104.4282,104,105.8645,90,97.691,96,98.3988,107,0.698679,93
Arizona,68.6654,112,69.2319,77,102.2398,150,106.5241,81,102.7172,204,99.2872,127,0.691913,94
Fairfield,67.237,182,66.6416,201,104.0223,115,105.7489,97,97.0747,82,98.6139,112,0.690686,95
Nebraska,64.9185,274,64.1124,294,101.7364,161,105.5763,99,100.2175,147,98.5273,110,0.68883,96
Colorado,69.2169,82,68.3814,120,106.7243,77,111.0934,33,107.5978,304,103.736,222,0.687402,97
Montana,63.6599,305,63.7143,306,108.8523,45,105.1683,103,97.7719,99,98.5583,111,0.678417,98
South Carolina,71.0085,35,69.8757,59,101.0653,176,103.7792,134,99.986,142,97.4347,86,0.673809,99
Weber St.,68.5908,114,68.9156,90,110.069,30,107.3812,66,102.7038,201,100.8242,156,0.673615,100
Sam Houston St.,70.4647,49,70.0544,56,111.9319,16,109.6887,44,101.4322,175,103.0312,207,0.67262,101
Morehead St.,66.0555,237,65.3894,260,106.1579,87,103.911,131,95.9117,55,97.6142,89,0.672362,102
Iona,66.655,211,66.0218,230,98.7426,215,98.3735,218,92.4262,23,92.4745,28,0.670653,103
Harvard,67.7395,151,68.1879,127,106.8843,67,105.8262,94,95.4664,47,99.4956,131,0.670263,104
New Mexico St.,72.0852,23,71.8473,23,109.0478,40,111.0211,34,108.1713,315,104.5017,234,0.667289,105
Penn St.,62.4691,325,63.5505,310,102.9216,139,106.3348,83,103.2194,216,100.3393,147,0.660924,106
IUPUI,66.2808,227,66.1219,227,109.4763,36,106.8705,77,100.7039,156,100.9596,161,0.657983,107
Pacific,61.4592,336,61.2063,335,105.5227,92,103.0787,145,97.3215,90,97.4008,83,0.657363,108
William & Mary,61.3532,337,61.2133,334,105.595,91,107.4341,64,103.6029,234,101.6474,172,0.654013,109
Louisiana Tech,68.8429,97,68.7087,99,106.8834,68,104.3124,120,101.1205,168,98.8882,117,0.648875,110
Auburn,70.9653,37,70.4194,43,105.133,95,108.515,52,103.8535,240,102.957,204,0.646715,111
Akron,66.4337,224,66.4165,214,104.3659,107,104.0184,126,97.6181,95,98.9572,119,0.639601,112
Stanford,67.613,159,67.5068,159,101.8702,156,104.3043,121,102.7118,203,99.2455,125,0.639162,113
Princeton,59.5389,343,59.72,343,98.8742,210,95.5401,268,88.7904,2,91.0383,13,0.635307,114
Oklahoma,67.8387,142,66.4676,212,105.4006,93,107.2819,70,107.9682,310,102.3022,184,0.633341,115
Bradley,65.0719,267,66.3807,216,102.6552,144,104.7072,111,102.6716,199,100.0416,142,0.628127,116
Niagara,69.1794,84,69.4295,70,103.0132,136,105.0341,106,98.7836,124,100.5084,149,0.623987,117
Appalachian St.,66.6004,213,66.5155,211,108.9277,42,107.3229,68,102.5832,195,102.975,205,0.616708,118
George Washington,69.2565,81,68.4236,115,100.3924,187,101.7132,167,97.3158,88,97.6285,90,0.615706,119
Northern Colorado,67.7465,150,68.177,128,107.7164,56,103.054,146,97.9888,103,98.9544,118,0.614634,120
UCLA,65.5342,253,65.6074,248,101.0717,175,104.737,110,103.5844,232,100.6188,154,0.613324,121
Western Kentucky,65.9304,241,66.006,232,106.2745,82,104.5675,113,99.8468,138,100.6415,155,0.60828,122
Hofstra,69.3476,80,70.6763,39,99.5995,199,100.8352,181,96.4001,68,97.0619,76,0.607924,123
Detroit,68.341,127,68.934,88,100.2112,190,98.3826,216,96.362,67,94.9928,53,0.59946,124
Southern Illinois,66.1921,232,67.2584,174,104.0471,113,104.0103,127,101.2406,170,100.4788,148,0.598027,125
Vermont,67.5725,162,67.5554,157,104.6583,99,103.4121,139,94.5963,41,99.9431,140,0.596859,126
Creighton,65.8986,244,66.7748,195,104.3915,106,105.8935,89,103.1647,215,102.3791,187,0.595835,127
Arkansas,71.5194,28,71.6698,24,103.0253,135,103.0907,144,102.2671,188,99.6761,136,0.595646,128
Oakland,70.2734,55,70.3013,44,106.8378,71,107.399,65,102.1336,185,103.8548,223,0.595297,129
Utah,66.0195,239,66.1865,221,100.1637,191,100.5813,184,99.347,131,97.3054,81,0.594063,130
Belmont,70.3025,54,70.2269,49,103.2733,131,102.3845,154,96.3274,64,99.079,123,0.593246,131
Oral Roberts,67.5622,163,67.2413,176,101.7775,159,101.1223,172,97.4374,92,98.0655,100,0.587343,132
St. Bonaventure,68.7238,106,67.8284,143,101.618,162,104.9026,108,102.6183,197,101.9192,173,0.582196,133
Colorado St.,66.7571,202,67.4945,161,98.1058,229,100.2298,189,99.6492,135,97.4025,84,0.58153,134
Washington St.,66.8613,197,67.5632,156,104.9365,96,104.4283,118,103.7882,238,101.4832,169,0.581512,135
Milwaukee,66.7727,201,67.4962,160,102.9944,137,103.9509,128,101.8912,181,101.0454,164,0.580786,136
Boston University,69.7565,73,70.2065,50,101.3069,167,100.2433,188,95.5192,48,97.5957,88,0.576352,137
Miami OH,61.1926,338,60.7924,337,100.72,182,102.0885,158,102.3951,190,99.4357,130,0.575122,138
Duquesne,70.1022,62,71.4743,26,97.6372,236,101.834,165,99.143,127,99.3094,128,0.571674,139
Western Michigan,66.3676,226,67.0372,186,103.9765,117,105.7936,96,100.9662,162,103.1747,210,0.571569,140
Oregon,67.2172,183,67.2141,177,102.3212,148,103.3902,140,102.9006,209,100.849,158,0.571061,141
East Tennessee St.,68.6879,108,67.9971,133,100.0914,192,98.9957,201,95.938,57,96.6636,73,0.568115,142
Indiana St.,63.8472,304,65.5385,250,100.8988,179,102.8877,148,102.6291,198,100.5961,153,0.564398,143
Jacksonville,69.1069,88,68.989,86,101.312,166,100.8713,180,97.551,94,98.7494,114,0.560819,144
Idaho,67.7859,147,65.9976,233,103.9933,116,104.1028,125,104.3793,253,101.9828,176,0.558876,145
Rutgers,68.3032,128,68.5344,108,98.3608,220,102.9473,147,105.1181,264,100.9284,160,0.556697,146
UC Santa Barbara,67.4021,174,67.5656,154,99.888,194,98.7179,209,97.4963,93,96.8624,74,0.554338,147
Coastal Carolina,66.9637,189,64.4542,286,107.2855,59,99.8291,192,91.796,17,98.0239,97,0.552273,148
Drexel,65.1717,264,65.4712,254,97.7477,233,98.8582,205,97.6999,97,97.1458,78,0.550068,149
SMU,62.9629,318,61.9935,328,104.0248,114,103.92,130,102.9898,210,102.4441,190,0.541032,150
Buffalo,68.7774,101,69.5196,66,103.8103,119,105.6555,98,102.6992,200,104.1944,228,0.539951,151
Stephen F. Austin,61.5186,335,60.116,341,104.5842,100,100.9264,178,96.4023,69,99.5456,132,0.539523,152
Morgan St.,70.1044,61,69.8163,60,107.9646,53,103.8837,133,98.5974,118,102.4671,191,0.539395,153
Seattle,79.621,2,79.4926,2,101.0117,177,99.9624,191,99.9874,143,98.8136,115,0.533182,154
Oregon St.,63.1141,316,61.8836,330,94.736,282,96.8004,246,96.713,74,95.7373,62,0.531707,155
Green Bay,64.8376,278,64.9325,274,104.4132,105,104.2991,122,103.4146,225,103.2152,211,0.529997,156
Long Beach St.,69.9194,67,70.7547,35,98.6248,217,98.5136,213,101.0043,165,97.5249,87,0.528969,157
George Mason,66.1475,233,65.6251,247,99.2925,202,101.0756,174,99.8815,139,100.0745,143,0.528588,158
College of Charleston,69.3943,78,69.9288,57,106.8623,69,107.128,73,104.2479,249,106.2248,274,0.524322,159
Boise St.,71.2127,32,71.0753,30,103.0627,134,100.6504,183,102.1999,186,100.0755,144,0.516462,160
Campbell,66.5612,217,65.2112,267,101.7832,158,98.7064,210,95.9635,58,98.1805,103,0.515354,161
Saint Peter's,65.982,240,65.9549,234,92.3168,312,91.5641,306,89.7993,5,91.0844,14,0.515098,162
Middle Tennessee,66.1438,234,66.1554,224,101.9282,155,98.7619,207,96.7599,75,98.2967,104,0.513573,163
Saint Joseph's,70.6582,43,70.2874,45,96.8998,251,100.9174,179,105.3968,269,100.5132,150,0.511536,164
Loyola Marymount,70.2687,56,70.2669,47,106.2389,84,106.4616,82,106.966,296,106.0405,270,0.511393,165
UCF,65.2908,261,64.6013,283,99.8717,196,101.3178,171,103.052,213,100.9967,162,0.509125,166
Cleveland St.,65.3351,260,65.647,245,102.7668,141,103.9263,129,104.7216,256,103.6228,217,0.508407,167
Western Carolina,69.8625,70,69.5016,67,104.2872,108,103.4986,137,101.2664,171,103.2985,213,0.505561,168
Massachusetts,70.2312,58,69.9005,58,98.7288,216,100.9524,177,106.0282,283,100.8275,157,0.503558,169
Rider,68.9824,92,68.6698,101,99.5082,201,102.8075,149,102.5965,196,102.7412,196,0.501853,170
Troy,67.4398,171,66.8874,188,105.8079,89,103.2246,142,105.6134,272,103.515,215,0.491924,171
Fresno St.,66.9801,188,66.6449,200,98.8202,211,98.1982,223,100.5885,152,98.4831,108,0.491672,172
La Salle,69.0683,89,69.1369,81,102.0094,153,103.6535,136,105.6353,274,103.9947,224,0.490552,173
Drake,63.102,317,64.0447,300,104.6759,98,105.8281,93,108.2161,316,106.2276,275,0.48917,174
North Texas,68.5468,118,68.7284,98,105.2366,94,101.9835,160,100.3196,150,102.4178,188,0.487785,175
Lipscomb,71.0273,34,70.4588,42,109.2244,39,108.1873,54,105.3806,267,108.745,301,0.485221,176
Eastern Michigan,65.9146,242,66.567,206,99.2748,203,98.9706,202,98.7914,125,99.5906,133,0.482054,177
Iowa,61.862,332,62.6033,322,97.289,245,101.3859,170,106.7347,292,102.0968,180,0.479921,178
San Jose St.,67.4673,169,66.8552,190,108.3875,50,108.7424,48,112.1462,343,109.5058,311,0.479899,179
Mount St. Mary's,67.3663,177,67.296,170,97.7083,235,95.2288,275,92.7342,27,95.9219,65,0.479164,180
Robert Morris,67.664,157,67.0644,185,101.3257,165,99.3736,198,96.8173,77,100.2647,146,0.474358,181
Texas A&M Corpus Christi,67.5183,165,66.3387,217,98.9436,208,97.1191,240,97.9417,102,98.0547,99,0.472465,182
Lehigh,69.8275,71,70.064,55,107.2011,62,104.4722,117,99.2275,130,105.5154,256,0.471467,183
Portland St.,68.3755,125,67.583,152,111.7391,18,110.43,40,115.6131,346,111.5439,337,0.471179,184
DePaul,63.4865,309,63.7208,305,94.5292,287,98.119,226,103.5647,231,99.2831,126,0.466141,185
Quinnipiac,69.0059,91,69.2796,75,106.6423,78,101.8955,163,95.4375,46,103.1306,209,0.465415,186
TCU,65.1111,266,64.6956,279,101.1506,174,103.4898,138,107.4327,303,104.8338,246,0.462973,187
Valparaiso,67.8284,145,68.8252,94,106.4497,81,108.7276,49,111.3218,340,110.1992,324,0.461425,188
Stony Brook,66.585,216,66.5342,209,102.8025,140,101.0645,175,96.0427,61,102.5973,192,0.456832,189
Eastern Kentucky,62.8596,319,62.6372,321,111.4434,22,107.8844,58,105.842,282,109.6138,315,0.454406,190
Denver,60.2859,339,59.7052,344,107.8209,55,103.7671,135,104.2579,250,105.6158,257,0.449403,191
Montana St.,64.8444,277,64.6107,282,104.1762,111,102.6993,152,105.6713,277,104.5605,237,0.448549,192
Manhattan,67.7871,146,67.7535,147,96.603,255,98.1377,224,98.5706,117,99.939,139,0.447898,193
Central Michigan,64.1931,294,64.5288,284,99.6187,198,100.5067,186,99.6635,137,102.3775,186,0.447174,194
Canisius,66.4027,225,66.4281,213,98.3243,222,99.5015,196,99.652,136,101.5875,171,0.440633,195
Bowling Green,63.9612,299,64.4254,288,98.0075,230,100.7729,182,103.6691,236,102.9553,203,0.438711,196
Indiana,67.9849,135,68.7635,96,96.4022,256,99.7013,193,104.983,260,102.1466,181,0.430786,197
Winthrop,66.8881,194,65.7858,238,92.6387,307,91.0378,313,91.7336,16,93.4481,36,0.425432,198
Arkansas St.,67.327,178,67.474,162,100.2261,189,98.1221,225,99.4757,133,100.9125,159,0.420073,199
The Citadel,59.9599,342,60.708,338,100.7123,183,98.3874,214,101.3602,174,101.1867,166,0.420036,200
Davidson,66.6719,210,66.2601,219,103.4292,125,101.7169,166,104.6017,254,104.7739,244,0.415681,201
LSU,63.9026,300,62.8542,319,95.7109,270,96.5094,251,103.592,233,99.4317,129,0.415069,202
San Francisco,67.3879,176,67.575,153,98.3591,221,99.0429,200,106.7555,294,102.0656,179,0.41442,203
James Madison,67.6648,156,68.0025,132,98.8153,212,101.0101,176,103.5567,230,104.5805,239,0.40144,204
Southeastern Louisiana,68.1334,131,67.4313,164,103.2853,130,99.4645,197,99.9584,141,103.0004,206,0.400898,205
Mercer,70.4734,48,69.369,74,105.9866,88,106.2187,85,107.7855,308,110.0593,323,0.399278,206
Eastern Illinois,64.2119,293,64.4937,285,101.1593,173,98.7481,208,101.4842,177,102.4286,189,0.396318,207
Maine,65.385,258,66.0375,229,94.6875,286,92.9904,299,94.8037,44,96.4825,69,0.395571,208
UTSA,64.9282,273,64.1464,292,104.1961,110,101.9677,161,102.3425,189,105.8963,264,0.392994,209
Florida Atlantic,68.7841,100,68.8548,93,103.5723,122,101.8396,164,105.0324,262,105.9203,266,0.38893,210
Georgia St.,62.7815,321,63.269,314,97.2951,244,98.8234,206,100.975,163,102.84,199,0.387422,211
Austin Peay,67.5785,161,67.2883,173,103.4858,124,102.1039,157,106.617,291,106.5017,278,0.381083,212
Loyola MD,66.6378,212,66.8839,189,97.107,247,98.3861,215,98.7629,123,102.7777,198,0.377025,213
Northern Arizona,66.6969,207,67.362,166,98.2292,225,98.3711,219,105.8151,281,102.9149,202,0.37302,214
Radford,70.5548,45,68.6939,100,97.3554,242,93.9932,287,96.2345,63,98.3484,106,0.372647,215
Louisiana Lafayette,66.5397,218,66.8009,193,101.215,171,98.2087,222,101.4576,176,102.8897,200,0.369242,216
San Diego,63.4828,311,63.3443,313,96.3919,257,96.3962,253,103.3964,224,101.0246,163,0.368348,217
UC Davis,68.7566,104,67.7617,146,99.026,206,99.6941,194,103.7839,237,104.5743,238,0.365956,218
UNC Wilmington,69.204,83,69.3988,72,95.3466,275,97.1909,239,103.0817,214,101.9754,174,0.365255,219
Cal St. Fullerton,68.552,117,69.1144,83,102.0518,151,101.0789,173,104.2113,247,106.2232,273,0.361036,220
South Dakota St.,68.2862,130,68.5004,110,106.2279,85,103.8888,132,107.3955,302,109.2214,310,0.359934,221
Ball St.,62.8578,320,63.5518,309,92.949,305,93.1035,296,96.8781,79,98.3248,105,0.348078,222
Texas St.,75.6942,3,75.8794,3,97.779,232,97.7589,229,103.3952,223,103.3774,214,0.344647,223
Hampton,67.6918,154,67.5519,158,97.419,240,93.4289,293,94.5981,42,98.8768,116,0.342596,224
Cal St. Northridge,72.5491,19,71.9143,22,96.9609,249,96.1093,258,102.3987,191,101.9765,175,0.335939,225
East Carolina,68.6781,111,68.517,109,96.6549,253,100.5111,185,110.1579,331,106.7311,279,0.33392,226
Loyola Chicago,64.2738,291,64.3269,289,99.5478,200,99.6816,195,106.3501,288,105.9779,269,0.330846,227
Towson,68.5634,115,69.3771,73,99.0389,205,101.5838,168,110.36,335,108.173,296,0.32679,228
Evansville,65.7254,249,66.6082,205,95.9383,266,95.7776,261,103.9489,242,102.0174,177,0.326113,229
IPFW,67.4101,173,67.1333,181,98.1808,226,96.1855,257,101.0862,167,102.7097,195,0.319792,230
Tulane,66.1197,235,67.0286,187,93.4023,299,92.8601,300,100.8774,159,99.1948,124,0.318884,231
UC Riverside,62.3535,326,62.1871,325,97.1995,246,97.0505,242,102.0679,184,103.7081,220,0.317992,232
Holy Cross,66.7906,200,66.1857,222,103.1019,132,101.5206,169,106.256,287,108.6075,298,0.315182,233
Cal Poly,67.7,153,67.5643,155,102.4092,145,102.758,150,110.3441,334,110.0088,322,0.313434,234
Santa Clara,67.0013,187,67.0821,184,94.0806,293,94.7071,280,104.2462,248,101.4767,168,0.311319,235
Furman,68.9419,93,68.8727,92,98.251,223,96.3579,254,100.8882,160,103.2716,212,0.310695,236
Arkansas Pine Bluff,67.8632,140,66.6265,202,93.219,302,90.1584,319,94.0452,36,96.6486,72,0.310152,237
Hawaii,67.1138,184,66.0087,231,101.2164,170,98.8613,204,109.144,323,106.1026,272,0.307269,238
Lafayette,67.5139,166,68.2196,126,106.8371,72,102.3779,155,105.6729,278,109.9374,320,0.305919,239
Bucknell,65.4589,256,65.4537,255,100.5918,185,96.802,245,101.8964,182,104.0068,225,0.304583,240
Youngstown St.,67.4827,168,68.389,118,96.8564,252,97.295,236,105.725,279,104.5479,236,0.304316,241
UT Arlington,72.7765,16,71.9219,21,97.9723,231,95.1074,276,100.0709,144,102.2164,182,0.303861,242
Northern Illinois,69.3825,79,71.3099,28,95.9404,265,97.7612,228,102.5662,194,105.1262,251,0.302528,243
North Dakota St.,68.6416,113,68.4124,116,97.3166,243,94.8988,277,101.2701,172,102.2664,183,0.297367,244
Tennessee Tech,68.2925,129,67.9539,136,103.3894,126,103.2991,141,112.9679,344,111.8288,339,0.286505,245
Illinois Chicago,67.2586,181,68.894,91,92.4678,311,95.5592,267,105.5662,270,103.5642,216,0.283915,246
South Dakota,74.7016,6,74.208,7,101.1665,172,96.6953,249,98.6721,120,105.0523,249,0.278226,247
South Alabama,66.5324,219,66.1806,223,97.0223,248,94.5733,282,102.4173,193,102.7545,197,0.278056,248
UC Irvine,65.3718,259,64.8066,278,101.3586,164,100.2062,190,106.8662,295,109.062,307,0.274105,249
UNC Greensboro,67.8379,143,67.7104,149,93.7249,297,95.2412,273,105.5906,271,103.6851,218,0.273513,250
Air Force,59.1806,344,58.1171,346,93.884,295,95.5645,266,106.4094,289,104.1382,226,0.271296,251
Wyoming,70.6783,42,70.8666,32,94.3964,289,95.6805,263,105.6552,276,104.4208,232,0.267908,252
South Carolina St.,68.7105,107,68.6498,102,99.9045,193,95.6958,262,100.4951,151,104.4756,233,0.267086,253
